activation,seed,step,loss,pos_acc,exact_match,elapsed_s
ReLU,1,2900,0.5035378336906433,0.78121337890625,0.30291748046875,5.877655744552612
ReLU,1,3000,0.5262546539306641,0.78486328125,0.3094482421875,6.093646764755249
ReLU,1,3100,0.5156157612800598,0.78592529296875,0.30914306640625,6.321048259735107
ReLU,1,3200,0.4858410954475403,0.78916015625,0.31732177734375,6.510960340499878
ReLU,1,3300,0.47381114959716797,0.789697265625,0.320068359375,6.707090616226196
ReLU,1,3400,0.4673013687133789,0.7918701171875,0.3201904296875,6.9377031326293945
ReLU,1,3500,0.4671531617641449,0.79404296875,0.3284912109375,7.162304878234863
ReLU,1,3600,0.4557774066925049,0.79422607421875,0.32586669921875,7.3527374267578125
ReLU,1,3700,0.4878140389919281,0.7970703125,0.32598876953125,7.555882930755615
ReLU,1,3800,0.4821867346763611,0.7989501953125,0.33740234375,7.766978979110718
ReLU,1,3900,0.4706037640571594,0.796630859375,0.33111572265625,7.972575664520264
ReLU,1,3999,0.45364442467689514,0.80302734375,0.34466552734375,8.179239511489868
ReLU,2,0,2.3613851070404053,0.20087890625,0.0,0.01282644271850586
ReLU,2,100,1.1372931003570557,0.5222412109375,0.0228271484375,0.2157907485961914
ReLU,2,200,0.8936588168144226,0.6220703125,0.06884765625,0.4069244861602783
ReLU,2,300,0.7725571990013123,0.66463623046875,0.11126708984375,0.5993824005126953
ReLU,2,400,0.726577877998352,0.69150390625,0.142822265625,0.8126754760742188
ReLU,2,500,0.6718577146530151,0.710107421875,0.1666259765625,1.0210208892822266
ReLU,2,600,0.6492807269096375,0.7205078125,0.18658447265625,1.245323657989502
ReLU,2,700,0.6298162341117859,0.73040771484375,0.20135498046875,1.4579477310180664
ReLU,2,800,0.6114364266395569,0.73251953125,0.20159912109375,1.6671838760375977
ReLU,2,900,0.5857484936714172,0.74202880859375,0.2191162109375,1.876929759979248
ReLU,2,1000,0.572096049785614,0.74542236328125,0.22454833984375,2.1310460567474365
ReLU,2,1100,0.5797840356826782,0.747900390625,0.2236328125,2.341865062713623
ReLU,2,1200,0.5585570931434631,0.75189208984375,0.236083984375,2.54787278175354
ReLU,2,1300,0.5538688898086548,0.7564208984375,0.2437744140625,2.7785470485687256
ReLU,2,1400,0.5561040043830872,0.75802001953125,0.255126953125,2.9748778343200684
ReLU,2,1500,0.5449116230010986,0.76195068359375,0.25518798828125,3.165445327758789
ReLU,2,1600,0.5353364944458008,0.7652099609375,0.25714111328125,3.3750736713409424
ReLU,2,1700,0.5323256254196167,0.767822265625,0.26605224609375,3.6053645610809326
ReLU,2,1800,0.54112309217453,0.76820068359375,0.2711181640625,3.8139493465423584
ReLU,2,1900,0.5087324380874634,0.77266845703125,0.27947998046875,4.03523850440979
ReLU,2,2000,0.5178253650665283,0.77293701171875,0.27557373046875,4.251001358032227
ReLU,2,2100,0.5169286131858826,0.7761474609375,0.2830810546875,4.44104790687561
ReLU,2,2200,0.5043269395828247,0.77705078125,0.27783203125,4.630862236022949
ReLU,2,2300,0.5015347599983215,0.77889404296875,0.2926025390625,4.832497835159302
ReLU,2,2400,0.48203030228614807,0.7798095703125,0.2900390625,5.022515535354614
ReLU,2,2500,0.4757078289985657,0.78433837890625,0.3021240234375,5.2553181648254395
ReLU,2,2600,0.4759557843208313,0.7870361328125,0.30810546875,5.473764181137085
ReLU,2,2700,0.5023472905158997,0.7887939453125,0.309326171875,5.692266941070557
ReLU,2,2800,0.4686654508113861,0.78399658203125,0.302490234375,5.940386056900024
ReLU,2,2900,0.4732591211795807,0.79503173828125,0.3232421875,6.132643461227417
ReLU,2,3000,0.484448105096817,0.79237060546875,0.317138671875,6.352254390716553
ReLU,2,3100,0.46634358167648315,0.79783935546875,0.3277587890625,6.595257520675659
ReLU,2,3200,0.4519527554512024,0.7990478515625,0.33465576171875,6.787883996963501
ReLU,2,3300,0.4699219763278961,0.80126953125,0.3388671875,7.007046222686768
ReLU,2,3400,0.43538346886634827,0.8,0.33062744140625,7.218040466308594
ReLU,2,3500,0.4648417532444,0.8032470703125,0.3414306640625,7.412457704544067
ReLU,2,3600,0.4709596633911133,0.80545654296875,0.34759521484375,7.604181289672852
ReLU,2,3700,0.43216991424560547,0.8092041015625,0.35748291015625,7.795771837234497
ReLU,2,3800,0.4395690858364105,0.81077880859375,0.361083984375,7.987635135650635
ReLU,2,3900,0.43818598985671997,0.8084716796875,0.35205078125,8.205256938934326
ReLU,2,3999,0.4256933629512787,0.812939453125,0.362548828125,8.433861017227173
Sort,0,0,3.0555312633514404,0.20694580078125,0.00872802734375,0.013681888580322266
Sort,0,100,1.5828012228012085,0.2539306640625,0.00103759765625,1.221318244934082
Sort,0,200,1.568026065826416,0.272705078125,0.00067138671875,2.441497564315796
Sort,0,300,1.5557409524917603,0.28695068359375,0.00152587890625,3.5973899364471436
Sort,0,400,1.5394580364227295,0.29434814453125,0.002197265625,4.699150562286377
Sort,0,500,1.518988847732544,0.3050537109375,0.002197265625,5.648001194000244
Sort,0,600,1.528674840927124,0.302685546875,0.00146484375,6.556769132614136
Sort,0,700,1.519639253616333,0.30152587890625,0.001708984375,7.431007385253906
Sort,0,800,1.5030912160873413,0.30443115234375,0.00079345703125,8.2871994972229
Sort,0,900,1.4994598627090454,0.3073974609375,0.0006103515625,9.069716691970825
Sort,0,1000,1.4892221689224243,0.3129150390625,0.0008544921875,9.695255279541016
Sort,0,1100,1.4904847145080566,0.314306640625,0.00079345703125,10.41023302078247
Sort,0,1200,1.496415138244629,0.31610107421875,0.00042724609375,11.05004358291626
Sort,0,1300,1.4822973012924194,0.319921875,0.00177001953125,11.685696840286255
Sort,0,1400,1.472709059715271,0.31787109375,0.00048828125,12.35482668876648
Sort,0,1500,1.4647586345672607,0.32149658203125,0.00048828125,12.999847173690796
Sort,0,1600,1.459598183631897,0.317138671875,0.00079345703125,13.712406873703003
Sort,0,1700,1.4606847763061523,0.32088623046875,0.00054931640625,14.297441244125366
Sort,0,1800,1.464503526687622,0.3192626953125,0.00042724609375,14.906437873840332
Sort,0,1900,1.4648597240447998,0.3148681640625,0.00079345703125,15.46366834640503
Sort,0,2000,1.4418871402740479,0.323876953125,0.0010986328125,16.08310556411743
Sort,0,2100,1.4505130052566528,0.3248779296875,0.00323486328125,16.595081329345703
Sort,0,2200,1.4426788091659546,0.32926025390625,0.0010986328125,17.106172561645508
Sort,0,2300,1.438894271850586,0.33228759765625,0.001220703125,17.66103768348694
Sort,0,2400,1.453582525253296,0.32752685546875,0.00164794921875,18.23938488960266
Sort,0,2500,1.4824025630950928,0.32611083984375,0.00128173828125,18.842060089111328
Sort,0,2600,1.4584133625030518,0.33096923828125,0.00128173828125,19.34418487548828
Sort,0,2700,1.4353519678115845,0.33248291015625,0.00335693359375,19.879004955291748
Sort,0,2800,1.439069151878357,0.33577880859375,0.00140380859375,20.45369791984558
Sort,0,2900,1.440349817276001,0.33243408203125,0.0018310546875,21.003584623336792
Sort,0,3000,1.4398930072784424,0.34091796875,0.0018310546875,21.56655740737915
Sort,0,3100,1.4352201223373413,0.3392822265625,0.00164794921875,22.042136430740356
Sort,0,3200,1.4357277154922485,0.33896484375,0.00238037109375,22.60771131515503
Sort,0,3300,1.4335905313491821,0.3355712890625,0.0013427734375,23.055149793624878
Sort,0,3400,1.4361796379089355,0.33525390625,0.001953125,23.61680293083191
Sort,0,3500,1.4158637523651123,0.34244384765625,0.00341796875,24.12774634361267
Sort,0,3600,1.4138805866241455,0.345361328125,0.0050048828125,24.57514500617981
Sort,0,3700,1.4239784479141235,0.34617919921875,0.0030517578125,25.088396310806274
Sort,0,3800,1.436402678489685,0.34744873046875,0.00274658203125,25.671212434768677
Sort,0,3900,1.4322483539581299,0.34129638671875,0.00335693359375,26.214045763015747
Sort,0,3999,1.4176404476165771,0.34573974609375,0.00323486328125,26.702730417251587
Sort,1,0,3.693000078201294,0.19884033203125,0.0,0.012964487075805664
Sort,1,100,1.5733942985534668,0.27130126953125,0.00067138671875,1.1469318866729736
Sort,1,200,1.5487979650497437,0.2836181640625,0.0009765625,2.2322182655334473
Sort,1,300,1.5121734142303467,0.31285400390625,0.0020751953125,3.21881103515625
Sort,1,400,1.497968077659607,0.32188720703125,0.00390625,4.058858156204224
Sort,1,500,1.4763275384902954,0.32127685546875,0.003173828125,4.802283525466919
Sort,1,600,1.4887120723724365,0.32567138671875,0.00274658203125,5.566357851028442
Sort,1,700,1.464430570602417,0.32559814453125,0.0018310546875,6.319422006607056
Sort,1,800,1.5034687519073486,0.323388671875,0.0015869140625,6.900880813598633
Sort,1,900,1.4643856287002563,0.3312255859375,0.0013427734375,7.421025991439819
Sort,1,1000,1.4543088674545288,0.330078125,0.00189208984375,8.044437170028687
Sort,1,1100,1.4692167043685913,0.335107421875,0.00115966796875,8.59248685836792
Sort,1,1200,1.4715852737426758,0.33465576171875,0.001708984375,9.137384414672852
Sort,1,1300,1.463089942932129,0.33134765625,0.00103759765625,9.604947566986084
Sort,1,1400,1.4609159231185913,0.33238525390625,0.00250244140625,10.084911823272705
Sort,1,1500,1.4693899154663086,0.33868408203125,0.00213623046875,10.57327127456665
Sort,1,1600,1.4637683629989624,0.33685302734375,0.00189208984375,11.047041416168213
Sort,1,1700,1.4616678953170776,0.33836669921875,0.001708984375,11.540045022964478
Sort,1,1800,1.4544994831085205,0.3379150390625,0.00262451171875,12.090778589248657
Sort,1,1900,1.452458143234253,0.34849853515625,0.00299072265625,12.617307901382446
Sort,1,2000,1.4479272365570068,0.34715576171875,0.00213623046875,13.086608171463013
Sort,1,2100,1.4571540355682373,0.3473388671875,0.00189208984375,13.503434419631958
Sort,1,2200,1.4584286212921143,0.34569091796875,0.00115966796875,13.91865873336792
Sort,1,2300,1.4507476091384888,0.3486083984375,0.00177001953125,14.357219696044922
Sort,1,2400,1.4604582786560059,0.3438232421875,0.001220703125,14.856974124908447
Sort,1,2500,1.436242938041687,0.34239501953125,0.00457763671875,15.283669233322144
Sort,1,2600,1.4310195446014404,0.3510986328125,0.00225830078125,15.749983310699463
Sort,1,2700,1.4385815858840942,0.35426025390625,0.0030517578125,16.20990014076233
Sort,1,2800,1.4408286809921265,0.3490478515625,0.00384521484375,16.66082763671875
Sort,1,2900,1.4302676916122437,0.35089111328125,0.00286865234375,17.073573350906372
Sort,1,3000,1.4458057880401611,0.3556640625,0.00146484375,17.57628035545349
Sort,1,3100,1.4470932483673096,0.34940185546875,0.00537109375,18.01511573791504
Sort,1,3200,1.4555234909057617,0.35914306640625,0.00189208984375,18.41858983039856
Sort,1,3300,1.4239675998687744,0.356689453125,0.00360107421875,18.89139723777771
Sort,1,3400,1.4571661949157715,0.36402587890625,0.00152587890625,19.34284472465515
Sort,1,3500,1.4404168128967285,0.3595947265625,0.0015869140625,19.73485517501831
Sort,1,3600,1.4207305908203125,0.3544189453125,0.002197265625,20.165943384170532
Sort,1,3700,1.4306398630142212,0.36181640625,0.003662109375,20.62917709350586
Sort,1,3800,1.4113876819610596,0.36138916015625,0.0037841796875,21.05096411705017
Sort,1,3900,1.417610764503479,0.359619140625,0.0015869140625,21.42322874069214
Sort,1,3999,1.4449056386947632,0.3615478515625,0.0052490234375,21.79023241996765
Sort,2,0,2.7343297004699707,0.200830078125,0.0,0.01317739486694336
Sort,2,100,1.5882266759872437,0.24169921875,6.103515625e-05,1.1881108283996582
Sort,2,200,1.5656628608703613,0.2694091796875,0.00054931640625,2.309576988220215
Sort,2,300,1.548912525177002,0.28846435546875,0.00030517578125,3.428091526031494
Sort,2,400,1.5111008882522583,0.2985595703125,0.00030517578125,4.4849724769592285
Sort,2,500,1.509389042854309,0.30242919921875,0.000244140625,5.532479763031006
Sort,2,600,1.5114881992340088,0.31041259765625,6.103515625e-05,6.523458957672119
Sort,2,700,1.4978578090667725,0.30728759765625,0.00030517578125,7.459614038467407
Sort,2,800,1.4778255224227905,0.315185546875,0.00030517578125,8.306492567062378
Sort,2,900,1.476997971534729,0.30821533203125,0.0010986328125,9.185070037841797
Sort,2,1000,1.4913301467895508,0.3143310546875,0.0001220703125,10.017056703567505
Sort,2,1100,1.5109813213348389,0.31873779296875,0.00018310546875,10.791698694229126
Sort,2,1200,1.4928066730499268,0.319921875,0.00048828125,11.479933977127075
Sort,2,1300,1.4832608699798584,0.31680908203125,0.00048828125,12.081843852996826
Sort,2,1400,1.4912916421890259,0.3184814453125,0.00067138671875,12.718520641326904
Sort,2,1500,1.469001054763794,0.3239013671875,0.000244140625,13.271474123001099
Sort,2,1600,1.4780429601669312,0.3288330078125,0.00054931640625,13.91462254524231
Sort,2,1700,1.5030381679534912,0.33145751953125,0.000732421875,14.505280017852783
Sort,2,1800,1.4662905931472778,0.32818603515625,0.00244140625,15.150109767913818
Sort,2,1900,1.4651830196380615,0.3365478515625,0.00213623046875,15.714259624481201
Sort,2,2000,1.472798228263855,0.3291015625,0.00128173828125,16.28722310066223
Sort,2,2100,1.4802465438842773,0.3382568359375,0.00042724609375,16.82679796218872
Sort,2,2200,1.4860692024230957,0.34046630859375,0.00091552734375,17.369083404541016
Sort,2,2300,1.4417798519134521,0.3371826171875,0.00213623046875,17.834246397018433
Sort,2,2400,1.4733757972717285,0.3444091796875,0.00128173828125,18.398247957229614
Sort,2,2500,1.4439687728881836,0.34603271484375,0.00390625,18.940080642700195
Sort,2,2600,1.4726245403289795,0.34466552734375,0.00457763671875,19.416646242141724
Sort,2,2700,1.4681695699691772,0.35137939453125,0.00482177734375,19.821076154708862
Sort,2,2800,1.4869590997695923,0.3459228515625,0.00543212890625,20.27767539024353
Sort,2,2900,1.4506748914718628,0.350146484375,0.00152587890625,20.769806385040283
Sort,2,3000,1.4571239948272705,0.35382080078125,0.00372314453125,21.224592447280884
Sort,2,3100,1.4667270183563232,0.35843505859375,0.00164794921875,21.72723364830017
Sort,2,3200,1.4635469913482666,0.35140380859375,0.00213623046875,22.163023471832275
Sort,2,3300,1.4749594926834106,0.35513916015625,0.00701904296875,22.666134357452393
Sort,2,3400,1.4408165216445923,0.35634765625,0.004150390625,23.138614177703857
Sort,2,3500,1.477736473083496,0.3570556640625,0.00811767578125,23.60182547569275
Sort,2,3600,1.4638463258743286,0.362060546875,0.0028076171875,24.0413875579834
Sort,2,3700,1.4750925302505493,0.3640869140625,0.00579833984375,24.435580015182495
Sort,2,3800,1.432187557220459,0.36346435546875,0.00445556640625,24.969340324401855
Sort,2,3900,1.450748324394226,0.36495361328125,0.00921630859375,25.567458391189575
Sort,2,3999,1.4117352962493896,0.36795654296875,0.0106201171875,25.980451107025146
